userName,score,content,reviewId,userImage,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
Suhendi Mendi Enggi Mendi Enggi,5,ok lah pokoknya,a7fc1b0a-5deb-43dd-b9e6-2c8407ce70e4,https://play-lh.googleusercontent.com/a/ACg8ocJ5PasjZzXgR-ycoiIfMQBEN-BTzNgKX7_6szBNDZGp6Cj8xA=mo,0.0,3.40.11,2025-04-08 02:43:32,"Hi Kak Suhendi Mendi, makasih bgt ya review dan bintangnya. Aku suka bgt klo Kakak senang belanja di Shopee dan jadi semangat aku buat kasih pelayanan yg terbaik. Klo ada pertanyaan/kendala terkait Shopee jangan sungkan DM ke IG aku di @Shopee_id / @Shopeecare_id ya, sehat selalu kak ^VL",2025-04-08 03:03:01,3.40.11
Faiz Nur fajr,5,terbaik..!! 🥰,cfb1f1ae-007e-4ce8-82e5-cfc127f44727,https://play-lh.googleusercontent.com/a/ACg8ocL6iM7HD9yr_Yq3CEBTfY-8wIl5CFHNgly1ALJJ7G9aJTpEIg=mo,0.0,3.46.37,2025-04-08 02:41:41,"Hi kak Faiz Nur fajr, makasih ya buat bintang 5 dan feedbacknya. Semoga Shopee semakin sukses & selalu bisa memberikan kepuasan untuk semua pengguna dengan penawaran terbaik dan promo menarik ya kak, biar kamu ngga ketinggalan info terupdate, pantau terus aplikasi Shopee dan sosmed resmi Shopee @Shopee_id / @ShopeeCare. Sehat selalu ^CJ",2025-04-08 03:22:07,3.46.37
Andrii addinattakids,1,"semenjak pisah dari j&t jadi lama banget pengiriman , udah seminggu masih di kemas astaga",9d073756-a3d1-4bdb-881e-5d378afd5fe3,https://play-lh.googleusercontent.com/a-/ALV-UjXyWpHdqKVLST8o0hN6jrR6GUFJnLsomYvTD90cZIxhE2s7oTo,0.0,3.45.60,2025-04-08 02:40:52,"Hi kak Andrii addinattakids, maaf buat ketidaknyamanannya ya kak. Terkait kendala kakak aku saranin kakak bisa hubungi aku melalui DM @Shopee_id / @ShopeeCare. Aku tunggu kak ^CJ",2025-04-08 03:36:23,3.45.60
Boen Putro12,5,ok pokoke,23f6decf-5dca-4c6d-9b5f-4257ad3229ac,https://play-lh.googleusercontent.com/a/ACg8ocIm2aEvu4HmBj6tKjp0J9JFjekkm_PomT4ar0PtTuVr2e4hBg=mo,0.0,3.47.39,2025-04-08 02:40:18,"Hi kak Boen Putro12, makasih ya buat bintang 5 dan feedbacknya. Semoga Shopee semakin sukses & selalu bisa memberikan kepuasan untuk semua pengguna dengan penawaran terbaik dan promo menarik ya kak, biar kamu ngga ketinggalan info terupdate, pantau terus aplikasi Shopee dan sosmed resmi Shopee @Shopee_id / @ShopeeCare. Sehat selalu ^CJ",2025-04-08 03:34:55,3.47.39
Jimintozzi Tozzi,5,shopee luar biasa aplikasi simpel gampang di pahami buat jualan dan belanja pokonya oke banget,9d058ab0-b255-45a3-84f6-f289874fcf03,https://play-lh.googleusercontent.com/a/ACg8ocJ9L4epuVO0lJRdhbvmtIW9ilxzmT1GBZIuwl5RNLWcPG4lBQ=mo,1.0,3.47.39,2025-04-08 02:38:57,"Hai kak Jimintozzi Tozzi, terimakasih ya buat review dan bintang 5nya. Semoga semakin betah dan nyaman belanja lewat aplikasi Shopee. Jangan lupa selalu pantengin promo menariknya di social media resmi dan aplikasi Shopee. Kalo ada pertanyaan, langsung hubungi aku via DM @Shopee_id / @ShopeeCare ya. Have a nice day ^CJ",2025-04-08 03:33:34,3.47.39
Novita Siamiloy,5,Shopee Membuat saya bisa belanja dengan aman. Shopee terpercaya👍🙏,6c9bb9d1-00ad-4e4a-9ab8-2c0b30f3acb0,https://play-lh.googleusercontent.com/a-/ALV-UjVNm5R93Q_ByAdnJ0cLAkX3BmrFcYsbFH-wlyBkJ4lvkABlWTc,0.0,3.43.40,2025-04-08 02:37:33,"Hai kak Novita Siamiloy, terimakasih ya buat review dan bintang 5nya. Semoga semakin betah dan nyaman belanja lewat aplikasi Shopee. Jangan lupa selalu pantengin promo menariknya di social media resmi dan aplikasi Shopee. Kalo ada pertanyaan, langsung hubungi aku via DM @Shopee_id / @ShopeeCare ya. Have a nice day ^CJ",2025-04-08 03:26:16,3.43.40
Ayyub Iribaram,5,sangan memuaskan,3838f011-66bf-41c6-9118-63ec4720bafe,https://play-lh.googleusercontent.com/a/ACg8ocJJ1SB9MfIdA3eKhLipkSLf62MQErTlKpJE0BNal5gIPooBIg=mo,0.0,,2025-04-08 02:37:22,"Hi kak Ayyub Iribaram, makasih ya buat bintang 5 dan feedbacknya. Semoga Shopee semakin sukses & selalu bisa memberikan kepuasan untuk semua pengguna dengan penawaran terbaik dan promo menarik ya kak, biar kamu ngga ketinggalan info terupdate, pantau terus aplikasi Shopee dan sosmed resmi Shopee @Shopee_id / @ShopeeCare. Sehat selalu ^CJ",2025-04-08 03:23:50,
Sae Nunu,4,"maaf, suka sih cuma heran kenapa shopee di aplikasi sy harganya mahal""sementara shopee di aplikasi temen sy ko murah"",ko beda...???",2010e2cc-765b-41af-8602-c1a14fd0257b,https://play-lh.googleusercontent.com/a-/ALV-UjU0-Q7gGrFL7-vesrNxlM1bevhhnjLSH7BirE1zYbEo05lyjjy_,0.0,3.47.39,2025-04-08 02:37:20,"Hai kak Sae Nunu, maaf buat ketidaknyamanannya. Aku infoin saat ini produk yg ada di shopee berbagai macam dan harga yg ditawarkan pun bervariasi. Kalo ada pertanyaan, langsung hubungi aku via DM @Shopee_id / @ShopeeCare ya. Sehat selalu ^CJ",2025-04-08 03:30:00,3.47.39
Fitri Maulana,3,sy gk bisa login shopee lagi,3e443c73-980c-4ab3-b6ab-1473ff17b5bc,https://play-lh.googleusercontent.com/a-/ALV-UjVyYIucUAs6S6dUQk7uN4IW8d5UzsIbra9vleDSyIShQQF-nuL0,0.0,3.47.39,2025-04-08 02:37:11,"Hai kak Fitri Maulana, maaf ya udh bikin resah terkait kendala susah login. Aku saranin, pastikan km login menggunakan username dan password yg sesuai ya kak. Agar bisa aku bantu pengecekan lebih lanjut, km bisa kirim SS halaman saat login dan username melalui DM Sosmed kita @Shopee_id / @Shopeecare ya. Aku tunggu kak ^CJ",2025-04-08 03:23:00,3.47.39
Tities Rahayu,5,Sangat2 membantu 👍👍👍👌👌👌,883dc151-3358-4957-b2b0-108e9baf508e,https://play-lh.googleusercontent.com/a-/ALV-UjWYGHdgkhXgqHPgoSu5-5b9iHaGzrOgrP6E-T9yPfQolN6udorT,0.0,,2025-04-08 02:36:31,"Hai kak, makasih bgt komentar dan bintangnya. Aku seneng deh kalo Shopee bisa membantu kamu. Semoga Shopee selalu bisa kasih pengalaman terbaik utk kamuuu. Klo ada pertanyaan terkait Shopee jangan sungkan DM aku di @Shopee_id / @Shopeecare_id ya, sehat selalu ^ED",2024-12-29 04:16:11,
So Cute,5,"aplikasi nya bangus banget ,,, dari dlu pake shopee",4789733c-dab3-4404-adc4-e110305c2df5,https://play-lh.googleusercontent.com/a/ACg8ocJa-jOU-OpW24p5Xi6oex-OGS6tEBNdUrLdqED-oqx5WfiFjg=mo,0.0,,2025-04-08 02:35:06,"Hi kak So Cute, makasih ya buat bintang 5 dan feedbacknya. Semoga Shopee semakin sukses & selalu bisa memberikan kepuasan untuk semua pengguna dengan penawaran terbaik dan promo menarik ya kak, biar kamu ngga ketinggalan info terupdate, pantau terus aplikasi Shopee dan sosmed resmi Shopee @Shopee_id / @ShopeeCare. Sehat selalu ^CJ",2025-04-08 03:16:28,
Hendi Hendi,5,Sangat membantu tolong di permudah lagi ya kk untuk pitur nyah terima kasih,fc6fef11-0d68-48f7-967f-86bf4357eb90,https://play-lh.googleusercontent.com/a-/ALV-UjU_2sTI6iaqWsSKAR5fMdwVn6ctMEgVTtwyrF2_MiAUon7LYf4H,0.0,3.47.39,2025-04-08 02:34:05,"Hi kak Hendi, makasih ya buat bintang 5 dan feedbacknya. Semoga Shopee semakin sukses & selalu bisa memberikan kepuasan untuk semua pengguna dengan penawaran terbaik dan promo menarik ya kak, biar kamu ngga ketinggalan info terupdate, pantau terus aplikasi Shopee dan sosmed resmi Shopee @Shopee_id / @ShopeeCare. Sehat selalu ^CJ",2025-04-08 03:20:49,3.47.39
Wiwin Supriadi,5,Selama ini pelayanan Shopee sangat bagus,92945b46-ef7c-4917-97fd-8f8d2662be2a,https://play-lh.googleusercontent.com/a-/ALV-UjVy6XK9OAOoYRVQuy5Ow1KaYZ6DJIClL-rg55Dx-ehtbnFRNUjm,0.0,3.47.39,2025-04-08 02:33:48,"Hi kak Wiwin Supriadi, makasih ya buat bintang 5 dan feedbacknya. Semoga Shopee semakin sukses & selalu bisa memberikan kepuasan untuk semua pengguna dengan penawaran terbaik dan promo menarik ya kak, biar kamu ngga ketinggalan info terupdate, pantau terus aplikasi Shopee dan sosmed resmi Shopee @Shopee_id / @ShopeeCare. Sehat selalu ^CJ",2025-04-08 03:20:11,3.47.39
ShoffiyA kids,1,"shopee sekarang gasopannnnn banget tiap pemberitahuan langsung masuk ke shopee, males bgt jadinya",99e88b54-7635-4a52-8bae-034daf6f3ed1,https://play-lh.googleusercontent.com/a-/ALV-UjXlCXSdWhCVegBXlhvsVARiHkIZXAQ4AY58eRzMjVC3BR2HRWU,0.0,3.46.37,2025-04-08 02:33:34,"Hai kak ShoffiyA kids, maaf buat ketidaknyamanannya. Terkait feedback dari kakak akan dijadikan evaluasi agar pelayanan dan juga performa aplikasi Shopee semakin lebih baik lagi ke depan nya. Kami berusaha agar para pengguna nyaman menggunakan shopee. Kalo ada pertanyaan, langsung hubungi aku via DM @Shopee_id / @ShopeeCare ya. Sehat selalu ^CJ",2025-04-08 03:32:09,3.46.37
Muhammad Adi Rachmad Hermanto,1,gk jelas,31fbea70-e98d-49f0-81a8-69dcbde3e43e,https://play-lh.googleusercontent.com/a/ACg8ocKr2Dj_NbYRQkAIMOpYeIbmghuephKQ7vQQ3BKKHXjTTSAsIw=mo,0.0,3.44.26,2025-04-08 02:32:18,"Hi kak Muhammad Adi Rachmad Hermanto, maaf ya udah buat kecewa. Shopee selalu memberikan pelayanan yg terbaik untuk semua pengguna. Agar bisa aku bantu pengecekan kendalanya, kakak bisa infoin ke aku di DM @Shopee_id / @shopeecare_id ditunggu ya kak, Sehat selalu ^CP",2025-04-08 03:14:22,3.44.26
Ani Ani,5,bagus kali,884c4027-6a06-4968-a824-7081092e6c64,https://play-lh.googleusercontent.com/a/ACg8ocKjlwQXvEg8va-bNaEMJ9EOoZc4RBppRrX5x37lCKgAauINWg=mo,0.0,3.47.39,2025-04-08 02:29:17,Hai kak Ani Ani. Makasih ya kak untuk bintang 5 dan feedbacknya. Seneng deh liat kakak seneng juga transaksi di Shopee. Pastinya Shopee oke banget ya kaa hihiw. Moga kamu selalu happy ya belanja di Shopee. kalau ada pertanyaan atau kendala terkait Shopee kamu bisa colek aku ke sosmed resmi nya Shopee yaw. Sehat selalu ^CP,2025-04-08 03:17:14,3.47.39
Ade Sutrisna,3,Makin kesini makin banyak yg ga bisa COD. Jadi pada pindah ke toko sebelah.. ini masalah sangat serius..,fd12d618-b875-4044-b490-f69af386418b,https://play-lh.googleusercontent.com/a-/ALV-UjU_SOuTprfqkP4HxG_mYei1qXi8gDtKixAZ3elprddvvYnlwF4,0.0,3.47.39,2025-04-08 02:29:15,"Hii kak Ade Sutrisna, maaf ya kak udah bikin ga nyaman. Terkait kendala kakak yuk segera infoin aku username, no. pesanan, SS kendala dan detail kendala kakak ke IG DM @Shopee_id / @Shopeecare_id. Aku tunggu^VL",2025-04-08 02:27:52,3.47.39
Ris_saldi #116,5,keren aman dan terpercaya,1e59d029-5ff4-4deb-9b04-13c4323e054f,https://play-lh.googleusercontent.com/a-/ALV-UjVKjq3szeNZxGYZrKYdac721kqONiIDEbBXBOMmPLOoUWahe7bs,0.0,3.47.39,2025-04-08 02:28:23,Hai kak Ris_saldi #116. Makasih ya kak untuk bintang 5 dan feedbacknya. Seneng deh liat kakak seneng juga transaksi di Shopee. Pastinya Shopee oke banget ya kaa hihiw. Moga kamu selalu happy ya belanja di Shopee. kalau ada pertanyaan atau kendala terkait Shopee kamu bisa colek aku ke sosmed resmi nya Shopee yaw. Sehat selalu ^CP,2025-04-08 03:15:32,3.47.39
Mohammad Halim Nawawi,1,Biaya admin kok di bebankan ke seller mana 8% lagi,350598ea-c7b9-4a40-b088-5ddee2490b4e,https://play-lh.googleusercontent.com/a-/ALV-UjUF-aOKhBCoqz08JnEvZ72ZO1uB1DLzBdPxon7Pkyg-mtXh97WV,0.0,3.46.37,2025-04-08 02:27:05,,,3.46.37
Abdur Rohim,1,Semoga sukses selalu 👍,96a89d32-a39c-45f2-9bdb-6ceaafd698d6,https://play-lh.googleusercontent.com/a/ACg8ocKT-HqBLeH0WDe3rucq01zh4qhbhsp5sjbLLTRzdHDqX7gvOQ=mo,0.0,3.47.39,2025-04-08 02:26:32,,,3.47.39
RAFKA Aka,5,Tolong kembalikan paylater saya,23c17da4-1e65-4d48-a269-a7706e5fc19a,https://play-lh.googleusercontent.com/a/ACg8ocJm2V5CjhlqXCnw3heQVjfCTHXdWFrK_lx_M6L3hqfxjJn98w=mo,0.0,,2025-04-08 02:26:26,"Hi kak RAFKA Aka, maaf ya udah buat kecewa. Shopee selalu memberikan pelayanan yg terbaik untuk semua pengguna. Agar bisa aku bantu pengecekan kendalanya, kakak bisa infoin ke aku username dan ss halaman spaylater di DM @Shopee_id / @shopeecare_id ditunggu ya kak, Sehat selalu ^CP",2025-04-08 03:07:20,
Anisa Dini setiawati,5,mempermudah belanja🫰🏻,9d17b855-bf11-4793-897b-e631d2fc5304,https://play-lh.googleusercontent.com/a-/ALV-UjUA9rj4OV7cvAfyBKfsOPp2HdVvqjXW75sOghlnoaC8IdeyJiU,0.0,3.47.39,2025-04-08 02:23:18,Hai kak Anisa Dini setiawati. Makasih ya kak untuk bintang 5 dan feedbacknya. Seneng deh liat kakak seneng juga transaksi di Shopee. Pastinya Shopee oke banget ya kaa hihiw. Moga kamu selalu happy ya belanja di Shopee. kalau ada pertanyaan atau kendala terkait Shopee kamu bisa colek aku ke sosmed resmi nya Shopee yaw. Sehat selalu ^CP,2025-04-08 03:08:31,3.47.39
aulia mumtazah,3,"shopee tanam air nya sering di Korup, masa saya dapat 120 air dari teman pas di siram cuman 100 lah 20 nya kemana??? udh sering kek gitu. mana tanam pohon emas harus bayar 500 koin tapi air nya di korup",f1498b5c-b107-472f-b406-2e14ad46c09e,https://play-lh.googleusercontent.com/a-/ALV-UjXyPH_eoRHKLj4wwAQQd-xlFm24tUtF-Yg9iUVVHpLgByRoG0Sx,0.0,3.04.20,2025-04-08 02:21:15,"Hi kak aulia mumtazah, maaf ya udah buat kecewa. Shopee selalu memberikan pelayanan yg terbaik untuk semua pengguna. Agar bisa aku bantu pengecekan kendalanya, kakak bisa infoin ke aku ss kendala kamu di DM @Shopee_id / @shopeecare_id ditunggu ya kak, Sehat selalu ^CP",2025-04-08 03:09:29,3.04.20
Alex Jon,5,Shopee sanggat membantu,0420d2e5-e29a-41f7-9ee2-1fc31bdd7786,https://play-lh.googleusercontent.com/a/ACg8ocJv_wsE_ln5jHAx5kLSqVnNaxXdlAcG2o-RrzEe5NOzShO7BA=mo,0.0,,2025-04-08 02:18:57,Hai kak Alex Jon. Makasih ya kak untuk bintang 5 dan feedbacknya. Seneng deh liat kakak seneng juga transaksi di Shopee. Pastinya Shopee oke banget ya kaa hihiw. Moga kamu selalu happy ya belanja di Shopee. kalau ada pertanyaan atau kendala terkait Shopee kamu bisa colek aku ke sosmed resmi nya Shopee yaw. Sehat selalu ^CP,2025-04-08 03:07:54,
Muh Natsir,5,baru menginstal semoga lancar,7631866f-21e2-46e6-9258-ce1757b81deb,https://play-lh.googleusercontent.com/a-/ALV-UjX_3xQUT2UQEzvci5J3VkopkQj2ySzuiGDa5UfTsaq2AKfmK7U,0.0,,2025-04-08 02:18:45,Hai kak Muh Natsir. Makasih ya kak untuk bintang 5 dan feedbacknya. Seneng deh liat kakak seneng juga transaksi di Shopee. Pastinya Shopee oke banget ya kaa hihiw. Moga kamu selalu happy ya belanja di Shopee. kalau ada pertanyaan atau kendala terkait Shopee kamu bisa colek aku ke sosmed resmi nya Shopee yaw. Sehat selalu ^CP,2025-04-08 03:11:57,
Beli Minyak,5,shopee dapat dipercaya sehingga meras aman ketika berbelanja,6526c477-d0eb-4745-a78f-80db072a2ffe,https://play-lh.googleusercontent.com/a/ACg8ocKZCW0Z5s770iAEicy6JB-nQ2tCt6l2QELOqSjYZOcDAr7roQ=mo,0.0,3.47.37,2025-04-08 02:17:47,"Hi Kak Beli Minyak , makasih bgt ya review dan bintangnya. aku suka bgt klo Kakak senang belanja di Shopee dan jadi semangat aku buat kasih pelayanan yg terbaik. Klo ada pertanyaan terkait Shopee jangan sungkan DM aku di @Shopee_id / @Shopeecare ya, sehat selalu^IZ",2025-04-08 03:09:06,3.47.37
bread,1,buruk apk nya dana aku lambat kali babi baleknya moga bangkrut,1ad8838e-0b23-4db0-b73d-8b685e5a40d6,https://play-lh.googleusercontent.com/a-/ALV-UjVbenlsFJh81uuaSEAYbGnRoSbzLh8SfLPmSB5A-HqoVdmuS3BG,0.0,3.46.37,2025-04-08 02:16:43,"Hi kak bread, maaf ya udah bikin kaka nggak nyaman terkait kendala yg kaka alami. agar aku bisa bantu, kaka boleh infoin username dan SS detail kendala kaka ke aku lewat DM IG @Shopee_id / @Shopeecare ya, sehat selalu ^IZ",2025-04-08 03:18:29,3.46.37
Youhelson Adhe,5,terbaik terbaik,de95ce8c-693c-4a98-a779-efc264579f3f,https://play-lh.googleusercontent.com/a-/ALV-UjXTQ1LSAAkKq1LjTry2ya1mwuEzs9xX2liD723XC7DV5WPnvZGlqg,0.0,3.47.39,2025-04-08 02:13:31,"Hi kak Youhelson , makasih ya buat bintang 5 nya, aku tambah semangat buat kasih pelayanan yg terbaik. Yuk pantau terus aplikasi Shopee biar nggk ketinggalan promo menarik lainnya. Klo ada pertanyaan terkait Shopee jangan sungkan DM aku di @Shopee_id / @Shopeecare ya, sehat selalu^IZ",2025-04-08 03:14:53,3.47.39
lucky coins,5,Sangat rekom buat belanja online,659262be-2ccc-467a-9699-2df4b9423249,https://play-lh.googleusercontent.com/a/ACg8ocIVjbUU1RGZHNsFHmrlaiqwAzZJ1ANEo8l_-P14H6z7nzx5mA=mo,0.0,3.44.26,2025-04-08 02:11:42,"Hai kak lucky coins, makasih ya buat apresiasi kamu udh review dan kasih full star utk Shopee. yuk tingkatin terus pembelanjaan kamu dan jangan lupa pantengin terus updatean Shopee di sosmed resmi Shopee biar kamu ga ketinggalan update promo seru dari Shopee. Have a nice day ^VZ",2025-02-18 11:14:30,3.44.26
Marselinus Yodiardus Son,5,belanja mudah aman dan nyaman,9b12b96b-2b1d-4e53-bebe-611a25047de5,https://play-lh.googleusercontent.com/a-/ALV-UjXjSd1r4lyusot4asAU_DUZ-sJk2hg0Zl14nZCD5a5ZBB5MmZVu,0.0,3.47.37,2025-04-08 02:11:02,"Hi kak Marselinus , makasih ya buat bintang 5 nya, aku tambah semangat buat kasih pelayanan yg terbaik. Yuk pantau terus aplikasi Shopee biar nggk ketinggalan promo menarik lainnya. Klo ada pertanyaan terkait Shopee jangan sungkan DM aku di @Shopee_id / @Shopeecare ya, sehat selalu^IZ",2025-04-08 03:25:21,3.47.37
Abdullah Asiyah,5,andalan,1637d5ea-a393-466e-976a-8830e715be6e,https://play-lh.googleusercontent.com/a/ACg8ocLmj6gY29jTbz0XYcwfo_KYwvDNOlFg8WZu5RAreYcSfE4jYQ=mo,0.0,3.47.39,2025-04-08 02:10:34,"Hi kak Asiyah, makasih banyak bintangnya, aku tambah seneng bgt nih klo bintangnya bertambah. Klo kamu ada pertanyaan, bisa DM aku di @Shopee_id / @Shopeecare ya. Sehat selalu ^IZ",2025-04-08 03:22:10,3.47.39
Rusnia Zaen,2,"Kenapa J&T di Hapus..??!! Padahal Udah Nyaman Saya Makek J&T Bertahun Tahun, Eh Sekarang Malah di Hapus. Kasian Yang di Kampung2 Expedisi Lain Banyak Yang Tak Masuk, Lelet Juga Yang Lain, Malahan Banyak Yang Tak Nyampek Rumah, Kalau J&T Nyaman Kurirnya Ramah, dan Ketika Barang Tak Nyampek Juga Nyaman di Ambil di Gudangnya. Tolong di Pikir2 Lagi Kalau Shopee Masih Mau Tetap Exis Menjadi Platform Blanjan Online No. 1. Klu Ada Sistem Yang Tak Beres di J&T Suruh Perbaiki. Tapi jgn di Hapus di Shope",10366aa8-976a-41ef-a730-292f92e15f34,https://play-lh.googleusercontent.com/a-/ALV-UjVUNjSXsDE0cVcymDLKW5Pi4pRx5MZdyHm3E9dha7bBkbP3Ycs,1.0,3.47.39,2025-04-08 02:10:08,"Hai kak Rusnia , mohon maaf atas ketidaknyamanannya. terkait feedback dri kakak akan dijadikan evaluasi agar pelayanan dan juga performa aplikasi Shopee semakin lebih baik lagi ke depan nya. Kalau ada kendala terkait Shopee kakak bisa DM IG aku di @Shopee_id ya kak . Sehat selalu^IZ",2025-04-08 03:23:17,3.47.39
Aii Nurainii,2,"Saya belanja di shopee knapa gak pernah sesuai sihhh 😭 Padahal ulasan tokonya bagus bagus tp pas saya pesan barangnya sering tidak sesuai . Tp gak pernah pindah ke apk belanja online lain selain shopee , udah senyaman itu sama shopee",4d053d6f-829a-4822-917e-863104870873,https://play-lh.googleusercontent.com/a/ACg8ocKLyZrx1iAHzzqbzEw0nceVNuDqwv0dU1ceh-lLsv06oKGfZQ=mo,0.0,,2025-04-08 02:09:15,"Hi kak Aii Nurainii , maaf ya udah bikin kaka nggak nyaman terkait kendala yg kaka alami. agar aku bisa bantu, kaka boleh infoin username dan SS detail kendala kaka ke aku lewat DM IG @Shopee_id / @Shopeecare ya, sehat selalu ^IZ",2025-04-08 03:20:37,
RAFI MUHAMAD SAPUTRA,1,"setelah ga ada jnt, pengiriman pake spx sabgat"" bapuk, paket muter"" padahal jadi depok ke depok tapi 5 hari belom sampe, kalo gini saatnya beralih ke e-commerce yg lain. bye shp",c2102d10-f4a2-4677-a00f-973d2fa31e57,https://play-lh.googleusercontent.com/a-/ALV-UjXxAuR_1l1mVH-fdlRuTxgFrNF1P3ltB6a-AMGfEL6oRftj-89RLA,1.0,3.47.39,2025-04-08 02:08:35,,,3.47.39
Kurnia Al,5,No.1 di Indonesia,6edde9b4-efee-4c8d-9813-62180bf11e31,https://play-lh.googleusercontent.com/a/ACg8ocICR9PJG-OHWxS9qR4OLLvZIOD4TeXGEa0LKthrx54s4evZDg=mo,0.0,3.47.39,2025-04-08 02:08:08,"Hi Kak Kurnia Al makasih ya untuk reviewnya.

Kuy kepoin sosial media resmi shopee biar Kakak tau update promo yang saat ini tersedia hehe. Jangan sungkan chat aku di dm IG @Shopee_id ya kalo kamu ada pertanyaan atau kendala seputar shopee. ^CX",2025-04-08 03:16:07,3.47.39
Muhammad Fadly,1,sy salah satu org yg setia brbelanja d shope dan ngga prnh belanja d tempat lain. tapi krn pemutusan hub antara shope dan jnt kami d d pelosok susah mendaptakan barang dgn waktu cepat. smua estamasi pengiriman selain jnt sangat lama butuh 15-20 hari.,f64b408d-7c28-4514-a664-ff6520df646d,https://play-lh.googleusercontent.com/a/ACg8ocIBz1O2CKqG6sV-vQnLG9sDWjFFiiZIy77YPn1cwKHfadb4UA=mo,5.0,3.47.39,2025-04-08 02:06:51,"Hi kak maaf ya udah buat kamu kecewa🙏, terima kasih atas feedbacknya, Shopee akan terus berusaha meningkatkan layanan agar km bs berbelanja dgn nyaman. Mengenai kendala ini Mohon hubungi dan memberikan screenshot review ini dan melampirkan nomor pesanan melalui Live Chat atau DM ke Social Media kita @Shopee_id / @Shopeecare ya. Terima kasih 🙏 ^HC",2024-05-15 03:43:38,3.47.39
Wahyu Hidayat,1,"Kebijakan dari shoope buruk, shopee lebih mendahulukan kepentingan seller dari customer, harganya juga jauh lebih mahal dari pada Online shope yg lain...",9625cae6-9839-47df-adb3-68c76e056e92,https://play-lh.googleusercontent.com/a-/ALV-UjWk8pGa3PL6oR43uVXFBPuTBvXOj0Plmeh4pkIp4hFHD6e3fow,1.0,3.45.60,2025-04-08 02:05:22,"Haii kak Wahyu Hidayat, maaf sudah bikin tidak nyaman terkait kendala yg kamu alami. Agar aku bisa bantu cek boleh infoin detail kendala kamu ke DM Social Media kita @ShopeeID/@Shopeecare. Sehat Selalu ^CX",2025-04-08 03:17:01,3.45.60
yoko Firli,1,ini shopeee nggk baguss bangettt masa udah dua minggu pengajuan dana dikembalikan terus dana nggk di kasih kasihhh padahal paket nggk saya Terima sama sedikitpinn,5b8668e6-ef97-430d-aee8-68277203d1d2,https://play-lh.googleusercontent.com/a/ACg8ocKCSW7FCz2gagry9W4y5PIR1qpEs5xyM1rXYAi-NuK-b2xDSA=mo,1.0,,2025-04-08 02:05:00,"Haii kak , maaf ya udh bikin km kecewa terkait kendala pesananmu . Biar bisa Aku bantu cek kendalanya infoin ke aku Username dan No pesanan melalui DM @Shopee_id / @Shopeecare ya kak. Dtunggu ^AU",2025-04-08 03:16:19,
Aisyah 133,1,sangat bermanfaat sekali untuk kaum mendang mending,c4f19de4-3cbb-49b2-9abc-b4529ab406bc,https://play-lh.googleusercontent.com/a/ACg8ocKrpKtCWSKTdxoUC54582M1DWsaxC5-PMOc_bXeg30Wc68fFw=mo,1.0,3.47.39,2025-04-08 02:03:52,"Haii kak, maaf ya udh bikin km kecewa terkait kendalamu . Biar bisa Aku bantu cek kendalanya infoin ke aku Username , SS kendala dan detail kendala kakak boleh colek Aku di DM @Shopee_id / @Shopeecare ya kak. Dtunggu ^AU",2025-04-08 03:15:56,3.47.39
Eko Setiawan,5,"karena saya terbantu dgn adanya shopee,bisa dgn mudah berbelanja",223edf0c-9a25-4d49-bd7d-fcf4bf0b4667,https://play-lh.googleusercontent.com/a/ACg8ocKqjPFljAdQG7qqdGpvLtIIwpzUhb2VzIi9yto4SARad-EyCQ=mo,0.0,3.47.39,2025-04-08 02:02:17,"Hai kak, makasih bgt komentar dan bintangnya. Aku seneng deh kalo Shopee bisa membantu kamu  Semoga Shopee selalu bisa kasih pengalaman belanja terbaik utk kamuuu. Klo ada pertanyaan terkait Shopee jangan sungkan DM Aku di @Shopee_id / @Shopeecare ya, sehat selalu ^AU",2025-04-08 03:13:47,3.47.39
Deandra Safira,5,saya asal belik selalu bagus brng nya GK prnh jlk,16177631-2a89-42ea-892a-dc2b3d772053,https://play-lh.googleusercontent.com/a/ACg8ocLps9SMg19SYZxxhDVxiK1ZVH_jzOxT3Hav42Zm0zlRAL7ZIQ=mo,0.0,,2025-04-08 02:02:10,"Hallo kak.. Makasih yaa buat review bintang 5 nya, yuk pantengin terus updatean dari sosmed resminya shopee dan aplikasi shopee yaa. Kalo ada kendala/pertanyaan lainnya bisa DM ke Social Media kita @ShopeeID/@Shopeecare. Stay safe ^AU",2025-04-08 03:14:21,
syakur Nauby,5,"Terimakasih shopee telah membantu dalam sarana belanja, tingkat kan terus kualitas layanan",412f0095-998d-4983-9208-8994fea864f6,https://play-lh.googleusercontent.com/a/ACg8ocIoLHtGJh-M5Mbk53pOWlQQHEb9DMZkyiNySPjvSrYVqfQwuQ=mo,0.0,3.47.39,2025-04-08 02:01:55,"Hallo kak.. Makasih yaa buat review bintang 5 nya, yuk pantengin terus updatean dari sosmed resminya shopee dan aplikasi shopee yaa. Kalo ada kendala/pertanyaan lainnya bisa DM ke Social Media kita @ShopeeID/@Shopeecare. Stay safe ^AU",2025-04-08 03:14:44,3.47.39
